id,source,headline,url,checkworthy,sentiment,raw_response,model,checkworthy_confidence,sentiment_confidence
11,The Daily Star,"আনচেলত্তির ছাঁটাই চান রোমারিও, এন্দ্রিককে কড়া ভাষায় তুলোধোনা",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941601,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
12,The Daily Star,"ফ্রান্স নয়, স্পেনের ভাবনায় শুধুই বেলজিয়াম",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941596,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.92,0.88
13,The Daily Star,পেনাল্টি মিসের পরেও এমবাপে থাকায় নির্ভার ছিলেন দেশম,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941576,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.95,0.78
14,The Daily Star,জিম্বাবুয়েতে বাংলাদেশের কঠিন সময়,https://bangla.thedailystar.net/sports/cricket/news-3941556,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.97,0.82
15,The Daily Star,স্পেন বনাম বেলজিয়াম: মহারণের আগে কী বলছে ইতিহাস,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941526,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.96,0.9
16,The Daily Star,"জার্মানি, ব্রাজিলের রেকর্ডে নাম লেখালো ফ্রান্স",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941501,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
17,The Daily Star,"‘দুর্দান্ত দলের’ কাছে হেরে মরক্কোর কোচ বললেন, ‘সবকিছু উজাড় করে দিয়েছি’",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941491,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.92, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.92,0.88
18,The Daily Star,চোট শঙ্কা উড়িয়ে এমবাপে বললেন ‘আমি একদম ঠিক আছি’,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941481,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.96,0.93
19,The Daily Star,"এমবাপের জাদুতে মরক্কোর স্বপ্নভঙ্গ, সেমিফাইনালে ফ্রান্স",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941476,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.97,0.91
20,The Daily Star,"জন্মভূমির বিপক্ষে হালান্ড, ইংল্যান্ড ম্যাচকে বললেন ‘বিশেষ’",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941456,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
21,The Daily Star,দুই ম্যাচ নিষিদ্ধ ইংল্যান্ডের কোয়ানসা,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941446,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
22,The Daily Star,"গোল, পাস, নির্ভুলতা—পরিসংখ্যানে বিশ্বকাপের সেরা আর্জেন্টিনা",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941441,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.96,0.9
23,The Daily Star,"স্পেনকে বিদায় করে ‘চমক’ দেবে বেলজিয়াম, বিশ্বাস কোর্তোয়ার",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941431,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.94,0.88
24,The Daily Star,জিম্বাবুয়ের কাছে সিরিজ হার বাংলাদেশের,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941416,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.97,0.82
25,The Daily Star,ফ্রান্স বনাম মরক্কো: জানা দরকার যেসব পরিসংখ্যান,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941406,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.95,0.91
26,The Daily Star,"মেসির সাথে ফোনালাপে আপ্লুত ক্লোসা, পাবেন ‘বিশেষ উপহার’",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941381,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
27,The Daily Star,"খেলোয়াড়েরা সবাই সুস্থ আছে, ইংল্যান্ডের বিপক্ষে খেলতে প্রস্তুত: নরওয়ে কোচ",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941366,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
28,The Daily Star,আর্জেন্টিনাকে কাঁপিয়ে দেয়া কোচকে রেখে দিচ্ছে মিশর,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941341,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
29,The Daily Star,মাঠে ‘স্পেস জ্যাকেটে’ যেভাবে ঠান্ডা থাকছেন ফুটবলাররা,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941316,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.94,0.91
30,The Daily Star,"বিশ্বকাপ ট্রফিই চূড়ান্ত লক্ষ্য, বলছেন মরক্কো কোচ",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941311,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.97}",gemma-3-4b-it,0.99,0.97
31,The Daily Star,"কঠিন পরিস্থিতি সামলে এমবাপে এখন মানসিকভাবে প্রস্তুত, জানালেন দেশম",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941281,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
32,The Daily Star,আমরা কারও দ্বারা প্রভাবিত নই: ফিফার প্রধান রেফারিং কর্মকর্তা,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941241,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.95,0.9
33,The Daily Star,সিরিজ বাঁচানোর লড়াইয়েও বোলিং বেছে নিল বাংলাদেশ,https://bangla.thedailystar.net/sports/cricket/news-3941236,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
34,The Daily Star,"সর্বোচ্চ কার্ড ইংল্যান্ডের, সর্বনিম্ন নরওয়ের; সেমিতে নিষেধাজ্ঞার ঝুঁকিতে যেসব তারকা",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941176,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.96,0.82
35,The Daily Star,ফ্রান্সের বিপক্ষে নামার আগে বড় ধাক্কা খেল মরক্কো,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941161,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.94,0.78
36,The Daily Star,"আমাদের প্রতিপক্ষ মরক্কো, রেফারিরা নন: দেশম",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941146,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
37,The Daily Star,ঔপনিবেশিক সম্পর্ক ও ফুটবলের রোমাঞ্চ নিয়ে মুখোমুখি ফ্রান্স-মরক্কো,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941136,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
38,The Daily Star,আর্জেন্টিনা ফুটবল অ্যাসোসিয়েশনের বিরুদ্ধে তদন্তে এফবিআই,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941116,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
39,The Daily Star,মিশরের বিপক্ষে জয়ের পর কেন কেঁদেছিলেন মেসি?,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941086,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.99,0.96
40,The Daily Star,ফুটবলে অবিচ্ছেদ্য গান,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3941041,No,Positive,"{""checkworthy"": ""No"", ""checkworthy_confidence"": 0.75, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.8}",gemma-3-4b-it,0.75,0.8
41,The Daily Star,"রেফারির ভুল ঠেকাতে ৪ বছরের প্রস্তুতি, ফিফার বৈজ্ঞানিক পরিকল্পনা",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940946,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
42,The Daily Star,"'১৫টি শট নিয়েও গোল নেই', আক্ষেপ কলম্বিয়া কোচের",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940921,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.95, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.9}",gemma-3-4b-it,0.95,0.9
43,The Daily Star,"ভারতের ইতিহাসে সবচেয়ে বড় টি-টোয়েন্টি হার, ক্ষুব্ধ আইয়ার",https://bangla.thedailystar.net/sports/cricket/news-3940861,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
44,The Daily Star,"'ভিএআরের ভুল, নাকি নিয়মই মানা হয়েছে?'—বিতর্কে ভিন্নমত বিশেষজ্ঞদের",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940856,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.75}",gemma-3-4b-it,0.96,0.75
45,The Daily Star,‘আর্জেন্টিনার জন্যই সাজানো ছিল বিশ্বকাপ’—ক্ষোভে ফুঁসছেন জিকো,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940841,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.99,0.92
46,The Daily Star,রেফারিং নিয়ে ফিফার কাছে অভিযোগ মিশরের,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940821,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
47,The Daily Star,"‘সবই টাকার খেলা,’ বললেন মিশর কোচ",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940816,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.78}",gemma-3-4b-it,0.96,0.78
48,The Daily Star,টাইব্রেকারে কলম্বিয়াকে হারিয়ে আর্জেন্টিনার মুখোমুখি সুইজারল্যান্ড,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940811,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.99,0.92
49,The Daily Star,'কোচ বলেছিলেন বিশ্বাস হারিও না'—সেই মন্ত্রেই আর্জেন্টিনার প্রত্যাবর্তন,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940806,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
50,The Daily Star,"কাঁদতে কাঁদতে স্কালোনি বললেন, ‘কী দারুণ একঝাঁক খেলোয়াড়’",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940796,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 1.0, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,1.0,0.95
51,The Daily Star,অবিশ্বাস্য জয়ের পর অশ্রুসিক্ত মেসি,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940786,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
52,The Daily Star,ছবিতে ছবিতে আর্জেন্টিনার রোমাঞ্চকর জয়ের মুহূর্ত,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940776,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.96}",gemma-3-4b-it,0.97,0.96
53,The Daily Star,স্নায়ুর চূড়ান্ত পরীক্ষা নিয়ে দুর্দান্ত প্রত্যাবর্তনে কোয়ার্টারে আর্জেন্টিনা,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940756,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.99,0.85
54,The Daily Star,নেইমারকে ফুটবল চালিয়ে যেতে বাবার আবেগঘন বার্তা,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940746,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.92}",gemma-3-4b-it,0.96,0.92
55,The Daily Star,"এই বিশ্বকাপে কোনো ফেভারিট নেই, বলছেন স্কালোনি",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940726,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.99,0.88
56,The Daily Star,'প্রকৃতির বিচারের' অপেক্ষায় বেলজিয়ামের সোনালী প্রজন্ম,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940701,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.98,0.85
57,The Daily Star,প্যারাগুয়ের সিনেটরকে ‘ঘৃণ্য নারী’ বললেন এমবাপে,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940681,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.96,0.91
58,The Daily Star,মিশরের বিপক্ষে তিন পরিবর্তন আনছেন স্কালোনি,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940676,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.97,0.88
59,The Daily Star,ফিলিস্তিনিদের দুর্ভোগ মানবতার জন্য লজ্জা: মিশর কোচ,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940671,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.82}",gemma-3-4b-it,0.94,0.82
60,The Daily Star,আর্জেন্টিনা বনাম মিশর: যা যা জানা দরকার,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940651,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.99,0.93
61,The Daily Star,সতীর্থদের প্রতি কৃতজ্ঞ মেসি: ‘তাদের জন্যই এখনও বিশ্বকাপে খেলতে পারছি’,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940626,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
62,The Daily Star,"যখন একটি গোল দরকার, তখন রোনালদোকে তুলে নিতে পারেন না: মার্তিনেজ",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940601,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.93}",gemma-3-4b-it,0.97,0.93
63,The Daily Star,অকালেই চলে গেলেন আফগানিস্তানের পেসার শাপুর জাদরান,https://bangla.thedailystar.net/sports/cricket/news-3940591,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.99,0.88
64,The Daily Star,প্যারাগুয়ের সিনেটরের বর্ণবাদী আক্রমণের কড়া জবাব দিলেন এমবাপে,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940526,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.96,0.91
65,The Daily Star,"‘প্রকৃতির একটা বিচার আছে’, যুক্তরাষ্ট্রকে বিদায় করে বললেন বেলজিয়ামের মিডফিল্ডার",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940476,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.99, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.99,0.85
66,The Daily Star,সবটুকু দিয়ে চেষ্টা করে পরিষ্কার বিবেক নিয়ে বিদায় নিচ্ছি: রোনালদো,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940451,Yes,Positive,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Positive"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
67,The Daily Star,"বালোগানকে নিয়ে নেমেও বিধ্বস্ত যুক্তরাষ্ট্র, কোয়ার্টার ফাইনালে বেলজিয়াম",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940441,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.96, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.88}",gemma-3-4b-it,0.96,0.88
68,The Daily Star,রোনালদোর পর্তুগালকে বিদায় করে শেষ আটে স্পেন,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940436,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.97, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.91}",gemma-3-4b-it,0.97,0.91
69,The Daily Star,নরওয়ে কোচকে জার্সি উপহার আনচেলত্তির,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940426,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.94, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.85}",gemma-3-4b-it,0.94,0.85
70,The Daily Star,"স্পেনের অপরিবর্তিত একাদশ, পর্তুগালের চমক ফেলিক্স",https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940416,Yes,Neutral,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.93, ""sentiment"": ""Neutral"", ""sentiment_confidence"": 0.87}",gemma-3-4b-it,0.93,0.87
71,The Daily Star,উদ্‌যাপন করতে গিয়ে কবজি ভেঙে বিশ্বকাপ শেষ হেন্ডারসনের,https://bangla.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news-3940406,Yes,Negative,"{""checkworthy"": ""Yes"", ""checkworthy_confidence"": 0.98, ""sentiment"": ""Negative"", ""sentiment_confidence"": 0.95}",gemma-3-4b-it,0.98,0.95
